year,month,day,name,title,query,share_text,url,alternate_url,high_res_url,high_res_width,high_res_height
1999,10,31,halloween-1999,Halloween 1999,Halloween 1999,Halloween 1999 #GoogleDoodle,//www.google.com/logos/1999/googlepump.gif,,//www.google.com/logos/1999/googlepump.gif,306.0,130.0
1999,11,23,thanksgiving-1999,Thanksgiving 1999,Thanksgiving 1999,Thanksgiving 1999 #GoogleDoodle,//www.google.com/logos/1999/turkey_home2.gif,,//www.google.com/logos/1999/turkey_home2.gif,276.0,128.0
1999,11,30,uncle-sam-search-1,'Uncle Sam' Search #1,'Uncle Sam' Search #1,'Uncle Sam' Search #1 #GoogleDoodle,//www.google.com/logos/1999/unclesam2.gif,,//www.google.com/logos/1999/unclesam2.gif,291.0,102.0
1999,11,30,uncle-sam-search-2,'Uncle Sam' Search #2,'Uncle Sam' Search #2,'Uncle Sam' Search #2 #GoogleDoodle,//www.google.com/logos/1999/unclesam.gif,,//www.google.com/logos/1999/unclesam.gif,291.0,102.0
1999,12,25,happy-holidays-from-google-1999,Happy Holidays from Google 1999,Happy Holidays from Google 1999,Happy Holidays from Google 1999 #GoogleDoodle,//www.google.com/logos/1999/snowmanC.gif,,//www.google.com/logos/1999/snowmanC.gif,338.0,121.0
2000,1,1,happy-new-year-2000,Happy New Year 2000!,Happy New Year 2000!,Happy New Year 2000! #GoogleDoodle,//www.google.com/logos/2000/logo_newyear.gif,,//www.google.com/logos/2000/logo_newyear.gif,320.0,130.0
2000,2,2,groundhogs-day-2000,Groundhog's Day 2000,Groundhog's Day 2000,Groundhog's Day 2000 #GoogleDoodle,//www.google.com/logos/2000/groundhog.gif,,//www.google.com/logos/2000/groundhog.gif,308.0,95.0
2000,2,14,valentines-day-2000,Valentine's Day 2000,Valentine's Day 2000,Valentine's Day 2000 #GoogleDoodle,//www.google.com/logos/2000/valentine.gif,,//www.google.com/logos/2000/valentine.gif,322.0,164.0
2000,3,17,st-patricks-day-2000,St. Patrick's Day 2000,St. Patrick's Day,St. Patrick's Day 2000 #GoogleDoodle,//www.google.com/logos/2000/stpattys.gif,,//www.google.com/logos/2000/stpattys.gif,290.0,118.0
2000,4,23,happy-easter-2000,Happy Easter 2000,Happy Easter 2000,Happy Easter 2000 #GoogleDoodle,//www.google.com/logos/2000/easter_logo.jpg,,//www.google.com/logos/2000/easter_logo.jpg,277.0,114.0
2000,5,1,google-aliens-2000-1,Google Aliens 2000 - 1,Google Aliens 2000 - 1,Google Aliens 2000 - 1 #GoogleDoodle,//www.google.com/logos/2000/doodle_alien1.gif,,//www.google.com/logos/2000/doodle_alien1.gif,371.0,115.0
2000,5,2,google-aliens-2000-2,Google Aliens 2000 - 2,Google Aliens 2000 - 2,Google Aliens 2000 - 2 #GoogleDoodle,//www.google.com/logos/2000/doodle_alien2.gif,,//www.google.com/logos/2000/doodle_alien2.gif,337.0,130.0
2000,5,3,google-aliens-2000-3,Google Aliens 2000 - 3,Google Aliens 2000 - 3,Google Aliens 2000 - 3 #GoogleDoodle,//www.google.com/logos/2000/doodle_alien3.gif,,//www.google.com/logos/2000/doodle_alien3.gif,354.0,130.0
2000,5,4,google-aliens-2000-4,Google Aliens 2000 - 4,Google Aliens 2000 - 4,Google Aliens 2000 - 4 #GoogleDoodle,//www.google.com/logos/2000/doodle_alien4.jpg,,//www.google.com/logos/2000/doodle_alien4.jpg,349.0,150.0
2000,5,5,google-aliens-2000-5,Google Aliens 2000 - 5,Google Aliens 2000 - 5,Google Aliens 2000 - 5 #GoogleDoodle,//www.google.com/logos/2000/doodle_alien5.jpg,,//www.google.com/logos/2000/doodle_alien5.jpg,330.0,130.0
2000,5,14,mothers-day-2000,Mother's Day 2000,Mother's Day 2000,Mother's Day 2000 #GoogleDoodle,//www.google.com/logos/2000/moms2000.gif,,//www.google.com/logos/2000/moms2000.gif,314.0,107.0
2000,6,18,fathers-day-2000,Father's Day 2000,Father's Day 2000,Father's Day 2000 #GoogleDoodle,//www.google.com/logos/2000/Title_Fathers.gif,,//www.google.com/logos/2000/Title_Fathers.gif,286.0,111.0
2000,7,1,4th-of-july-2000-1,4th of July 2000 - 1,4th of July 2000 - 1,4th of July 2000 - 1 #GoogleDoodle,//www.google.com/logos/2000/doodle2_fourth1.gif,,//www.google.com/logos/2000/doodle2_fourth1.gif,369.0,112.0
2000,7,2,4th-of-july-2000-2,4th of July 2000 - 2,4th of July 2000 - 2,4th of July 2000 - 2 #GoogleDoodle,//www.google.com/logos/2000/doodle2_fourth2.gif,,//www.google.com/logos/2000/doodle2_fourth2.gif,388.0,105.0
2000,7,3,4th-of-july-2000-3,4th of July 2000 - 3,4th of July 2000 - 3,4th of July 2000 - 3 #GoogleDoodle,//www.google.com/logos/2000/doodle2_fourth3.jpg,,//www.google.com/logos/2000/doodle2_fourth3.jpg,368.0,128.0
2000,7,4,4th-of-july-2000-4,4th of July 2000 - 4,4th of July 2000 - 4,4th of July 2000 - 4 #GoogleDoodle,//www.google.com/logos/2000/doodle2_fourth4.gif,,//www.google.com/logos/2000/doodle2_fourth4.gif,342.0,106.0
2000,7,14,bastille-day-2000,Bastille Day 2000,Bastille Day 2000,Bastille Day 2000 #GoogleDoodle,//www.google.com/logos/2000/Title_Bastille.gif,,//www.google.com/logos/2000/Title_Bastille.gif,280.0,130.0
2000,9,15,2000-summer-olympic-games-in-sydney-opening-ceremony,2000 Summer Olympic Games in Sydney - Opening Ceremony,2000 Summer Olympic Games in Sydney - Opening Ceremony,2000 Summer Olympic Games in Sydney - Opening Ceremony #GoogleDoodle,//www.google.com/logos/2000/olympics_doodle1.gif,,//www.google.com/logos/2000/olympics_doodle1.gif,330.0,125.0
2000,9,16,2000-summer-olympic-games-in-sydney-kayak,2000 Summer Olympic Games in Sydney - Kayak,2000 Summer Olympic Games in Sydney - Kayak,2000 Summer Olympic Games in Sydney - Kayak #GoogleDoodle,//www.google.com/logos/2000/olympics_doodle2.gif,,//www.google.com/logos/2000/olympics_doodle2.gif,350.0,125.0
2000,9,17,2000-summer-olympic-games-in-sydney-gymnastics,2000 Summer Olympic Games in Sydney - Gymnastics,2000 Summer Olympic Games in Sydney - Gymnastics,2000 Summer Olympic Games in Sydney - Gymnastics #GoogleDoodle,//www.google.com/logos/2000/olympics_doodle3.gif,,//www.google.com/logos/2000/olympics_doodle3.gif,304.0,125.0
2000,9,18,2000-summer-olympic-games-in-sydney-archery,2000 Summer Olympic Games in Sydney - Archery,2000 Summer Olympic Games in Sydney - Archery,2000 Summer Olympic Games in Sydney - Archery #GoogleDoodle,//www.google.com/logos/2000/olympics_doodle4.gif,,//www.google.com/logos/2000/olympics_doodle4.gif,380.0,125.0
2000,9,20,2000-summer-olympic-games-in-sydney-track-field,2000 Summer Olympic Games in Sydney - Track & Field,2000 Summer Olympic Games in Sydney - Track & Field,2000 Summer Olympic Games in Sydney - Track & Field #GoogleDoodle,//www.google.com/logos/2000/olympic_doodle5.gif,,//www.google.com/logos/2000/olympic_doodle5.gif,385.0,110.0
2000,9,20,2000-summer-olympic-games-in-sydney-diving,2000 Summer Olympic Games in Sydney - Diving,2000 Summer Olympic Games in Sydney - Diving,2000 Summer Olympic Games in Sydney - Diving #GoogleDoodle,//www.google.com/logos/2000/olympics_doodle6.gif,,//www.google.com/logos/2000/olympics_doodle6.gif,375.0,125.0
2000,9,21,2000-summer-olympic-games-in-sydney-cycling,2000 Summer Olympic Games in Sydney - Cycling,2000 Summer Olympic Games in Sydney - Cycling,2000 Summer Olympic Games in Sydney - Cycling #GoogleDoodle,//www.google.com/logos/2000/olympics_doodle7.gif,,//www.google.com/logos/2000/olympics_doodle7.gif,289.0,135.0
2000,9,22,2000-summer-olympic-games-in-sydney-weightlifting,2000 Summer Olympic Games in Sydney - Weightlifting,2000 Summer Olympic Games in Sydney - Weightlifting,2000 Summer Olympic Games in Sydney - Weightlifting #GoogleDoodle,//www.google.com/logos/2000/olympics_doodle8.gif,,//www.google.com/logos/2000/olympics_doodle8.gif,345.0,110.0
2000,9,23,2000-summer-olympic-games-in-sydney-soccer,2000 Summer Olympic Games in Sydney - Soccer,2000 Summer Olympic Games in Sydney - Soccer,2000 Summer Olympic Games in Sydney - Soccer #GoogleDoodle,//www.google.com/logos/2000/olympics_doodle9.gif,,//www.google.com/logos/2000/olympics_doodle9.gif,375.0,125.0
2000,9,24,2000-summer-olympic-games-in-sydney-basketball,2000 Summer Olympic Games in Sydney - Basketball,2000 Summer Olympic Games in Sydney - Basketball,2000 Summer Olympic Games in Sydney - Basketball #GoogleDoodle,//www.google.com/logos/2000/olympics_doodle10.gif,,//www.google.com/logos/2000/olympics_doodle10.gif,370.0,125.0
2000,9,25,2000-summer-olympic-games-in-sydney-closing-ceremony,2000 Summer Olympic Games in Sydney - Closing Ceremony,2000 Summer Olympic Games in Sydney - Closing Ceremony,2000 Summer Olympic Games in Sydney - Closing Ceremony #GoogleDoodle,//www.google.com/logos/2000/olympics_doodle11.gif,,//www.google.com/logos/2000/olympics_doodle11.gif,360.0,125.0
2000,10,31,halloween-2000-by-guest-illustrator-lorie-loeb,Halloween 2000 by guest illustrator Lorie Loeb,Halloween 2000 by guest illustrator Lorie Loeb,Halloween 2000 by guest illustrator Lorie Loeb #GoogleDoodle,//www.google.com/logos/2000/halloween_loop.gif,,//www.google.com/logos/2000/halloween_loop.gif,305.0,115.0
2000,11,7,us-vote-2000,US Vote 2000,US Vote 2000,US Vote 2000 #GoogleDoodle,//www.google.com/logos/2000/election_logo.gif,,https://lh3.googleusercontent.com/PN4LXfD8jOcOscHZWgk679u9HzdfeyDIAGrgsJ4tMDqF8-zNrK-Ei1dN7qKuCHq7CxRIsEXbBLAYd-7NK-lqj-LSBu0M9fZpmgxDr6gw=s660,0.0,0.0
2000,11,15,shichi-go-san-2000,Shichi-go-san 2000,Shichi-go-san 2000,Shichi-go-san 2000 #GoogleDoodle,//www.google.com/logos/2000/shichigosan.gif,,//www.google.com/logos/2000/shichigosan.gif,305.0,115.0
2000,11,23,thanksgiving-2000,Thanksgiving 2000,Thanksgiving 2000,Thanksgiving 2000 #GoogleDoodle,//www.google.com/logos/2000/thanksgiving00_logo.gif,,//www.google.com/logos/2000/thanksgiving00_logo.gif,305.0,135.0
2000,12,22,happy-holidays-from-google-2000,Happy Holidays from Google 2000,Happy Holidays from Google 2000,Happy Holidays from Google 2000 #GoogleDoodle,//www.google.com/logos/2000/holiday_penguins00.gif,,//www.google.com/logos/2000/holiday_penguins00.gif,335.0,115.0
2001,1,1,happy-new-year-2001,Happy New Year 2001!,Happy New Year 2001!,Happy New Year 2001! #GoogleDoodle,//www.google.com/logos/2001/newyear01.gif,,//www.google.com/logos/2001/newyear01.gif,393.0,115.0
2001,1,24,lunar-new-year-2001,Lunar New Year 2001,Chinese New Year,Lunar New Year 2001 #GoogleDoodle,//www.google.com/logos/2001/lunarnewyear.gif,,//www.google.com/logos/2001/lunarnewyear.gif,315.0,115.0
2001,2,14,valentines-day-2001,Valentine's Day 2001,Valentine's Day,Valentine's Day 2001 #GoogleDoodle,//www.google.com/logos/2001/valentine01.gif,,//www.google.com/logos/2001/valentine01.gif,342.0,115.0
2001,3,9,holi-festival-2001,Holi Festival 2001,Holi Festival 2001,Holi Festival 2001 #GoogleDoodle,//www.google.com/logos/2001/holi.gif,,//www.google.com/logos/2001/holi.gif,305.0,115.0
2001,3,17,st-patricks-day-2001,St. Patrick's Day 2001,St. Patrick's Day,St. Patrick's Day 2001 #GoogleDoodle,//www.google.com/logos/2001/stpatricks.gif,,//www.google.com/logos/2001/stpatricks.gif,320.0,115.0
2001,4,22,earth-day-2001,Earth Day 2001,Earth Day,Earth Day 2001 #GoogleDoodle,//www.google.com/logos/2001/earthday.gif,,//www.google.com/logos/2001/earthday.gif,305.0,115.0
2001,5,13,mothers-day-2001,Mother's Day 2001,Mother's Day,Mother's Day 2001 #GoogleDoodle,//www.google.com/logos/2001/mom2001.gif,,//www.google.com/logos/2001/mom2001.gif,315.0,110.0
2001,6,17,fathers-day-2001,Father's Day 2001,Father's Day,Father's Day 2001 #GoogleDoodle,//www.google.com/logos/2001/fathersday01.gif,,//www.google.com/logos/2001/fathersday01.gif,320.0,115.0
2001,7,1,canada-day-2001,Canada Day 2001,Canada Day,Canada Day 2001 #GoogleDoodle,//www.google.com/logos/2001/canada_day.gif,,//www.google.com/logos/2001/canada_day.gif,330.0,120.0
2001,7,4,4th-of-july-2001,4th of July 2001,July 4th,4th of July 2001 #GoogleDoodle,//www.google.com/logos/2001/july4.gif,,//www.google.com/logos/2001/july4.gif,305.0,135.0
2001,7,14,bastille-day-2001,Bastille Day 2001,Bastille Day 2001,Bastille Day 2001 #GoogleDoodle,//www.google.com/logos/2001/bastilleday.gif,,//www.google.com/logos/2001/bastilleday.gif,305.0,135.0
2001,8,1,swiss-national-day-2001,Swiss National Day 2001,Swiss National Day 2001,Swiss National Day 2001 #GoogleDoodle,//www.google.com/logos/2001/swiss.gif,,//www.google.com/logos/2001/swiss.gif,305.0,125.0
2001,8,15,national-liberation-day-of-korea-2001,National Liberation Day of Korea 2001,National Liberation Day of Korea 2001,National Liberation Day of Korea 2001 #GoogleDoodle,//www.google.com/logos/2001/korea.gif,,//www.google.com/logos/2001/korea.gif,305.0,120.0
2001,10,31,halloween-2001,Halloween 2001,Halloween 2001,Halloween 2001 #GoogleDoodle,//www.google.com/logos/2001/halloween01.gif,,//www.google.com/logos/2001/halloween01.gif,338.0,110.0
2001,11,11,armistice-day-2001,Armistice Day 2001,Armistice Day 2001,Armistice Day 2001 #GoogleDoodle,//www.google.com/logos/2001/fr_armistice.gif,,//www.google.com/logos/2001/fr_armistice.gif,276.0,120.0
2001,11,14,claude-monets-161st-birthday,Claude Monet's 161st Birthday,Claude Monet's 161st Birthday,Claude Monet's 161st Birthday #GoogleDoodle,//www.google.com/logos/2001/monet_logo.gif,,https://lh3.googleusercontent.com/2_kEXwsT1pcGESuCvjAMstAsrM2FhxQNOhOjfVRlF4YkNQPHw2_Cn05mLXj-QPJz1Laf6MEUWJbVJaXx9Li7jFIBLiMsNNLRJWCYVGg=s660,0.0,0.0
2001,11,22,thanksgiving-2001,Thanksgiving 2001,Thanksgiving 2001,Thanksgiving 2001 #GoogleDoodle,//www.google.com/logos/2001/thanksgiving01.gif,,//www.google.com/logos/2001/thanksgiving01.gif,276.0,110.0
2001,12,9,google-celebrates-the-nobel-prize-centennial-award-ceremony,Google celebrates the Nobel Prize Centennial Award Ceremony,nobel priz,Google celebrates the Nobel Prize Centennial Award Ceremony #GoogleDoodle,//www.google.com/logos/2001/nobel.gif,,//www.google.com/logos/2001/nobel.gif,276.0,110.0
2001,12,20,happy-holidays-from-google-2001-1,Happy Holidays from Google 2001 - 1,doodle4.html,Happy Holidays from Google 2001 - 1 #GoogleDoodle,//www.google.com/logos/2001/holiday01-1.gif,,//www.google.com/logos/2001/holiday01-1.gif,324.0,110.0
2001,12,21,happy-holidays-from-google-2001-2,Happy Holidays from Google 2001 - 2,doodle4.html,Happy Holidays from Google 2001 - 2 #GoogleDoodle,//www.google.com/logos/2001/holiday01-2.gif,,//www.google.com/logos/2001/holiday01-2.gif,324.0,110.0
2001,12,22,happy-holidays-from-google-2001-3,Happy Holidays from Google 2001 - 3,doodle4.html,Happy Holidays from Google 2001 - 3 #GoogleDoodle,//www.google.com/logos/2001/holiday01-3.gif,,//www.google.com/logos/2001/holiday01-3.gif,324.0,110.0
2001,12,24,happy-holidays-from-google-2001-4,Happy Holidays from Google 2001 - 4,doodle4.html,Happy Holidays from Google 2001 - 4 #GoogleDoodle,//www.google.com/logos/2001/holiday01-4.gif,,//www.google.com/logos/2001/holiday01-4.gif,324.0,110.0
2002,1,1,happy-new-year-2002,Happy New Year 2002!,Happy New Year 2002!,Happy New Year 2002! #GoogleDoodle,//www.google.com/logos/2002/newyear02.gif,,//www.google.com/logos/2002/newyear02.gif,276.0,110.0
2002,2,8,winter-olympics-2002-opening-ceremonies,Winter Olympics 2002 - Opening Ceremonies,2002 winter olympic,Winter Olympics 2002 - Opening Ceremonies #GoogleDoodle,//www.google.com/logos/2002/w_olympics_02-1.gif,,//www.google.com/logos/2002/w_olympics_02-1.gif,290.0,125.0
2002,2,14,winter-olympics-2002-alpine-skiing,Winter Olympics 2002 - Alpine Skiing,Winter Olympics 2002 - Alpine Skiing,Winter Olympics 2002 - Alpine Skiing #GoogleDoodle,//www.google.com/logos/2002/w_olympics_02-2.gif,,//www.google.com/logos/2002/w_olympics_02-2.gif,276.0,128.0
2002,2,15,winter-olympics-2002-freestyle-skiing,Winter Olympics 2002 - Freestyle Skiing,Winter Olympics 2002 - Freestyle Skiing,Winter Olympics 2002 - Freestyle Skiing #GoogleDoodle,//www.google.com/logos/2002/w_olympics_02-3.gif,,//www.google.com/logos/2002/w_olympics_02-3.gif,276.0,110.0
2002,2,16,winter-olympics-2002-bobsled,Winter Olympics 2002 - Bobsled,Winter Olympics 2002 - Bobsled,Winter Olympics 2002 - Bobsled #GoogleDoodle,//www.google.com/logos/2002/w_olympics_02-4.gif,,//www.google.com/logos/2002/w_olympics_02-4.gif,276.0,110.0
2002,2,17,winter-olympics-2002-pairs-skating,Winter Olympics 2002 - Pairs Skating,Winter Olympics 2002 - Pairs Skating,Winter Olympics 2002 - Pairs Skating #GoogleDoodle,//www.google.com/logos/2002/w_olympics_02-5.gif,,//www.google.com/logos/2002/w_olympics_02-5.gif,276.0,128.0
2002,2,18,winter-olympics-2002-hockey,Winter Olympics 2002 - Hockey,Winter Olympics 2002 - Hockey,Winter Olympics 2002 - Hockey #GoogleDoodle,//www.google.com/logos/2002/w_olympics_02-6.gif,,//www.google.com/logos/2002/w_olympics_02-6.gif,276.0,110.0
2002,2,19,winter-olympics-2002-ski-jumping,Winter Olympics 2002 - Ski Jumping,Winter Olympics 2002 - Ski Jumping,Winter Olympics 2002 - Ski Jumping #GoogleDoodle,//www.google.com/logos/2002/w_olympics_02-7.gif,,//www.google.com/logos/2002/w_olympics_02-7.gif,276.0,128.0
2002,2,20,winter-olympics-2002-snowboarding,Winter Olympics 2002 - Snowboarding,Winter Olympics 2002 - Snowboarding,Winter Olympics 2002 - Snowboarding #GoogleDoodle,//www.google.com/logos/2002/w_olympics_02-8.gif,,//www.google.com/logos/2002/w_olympics_02-8.gif,276.0,128.0
2002,2,21,winter-olympics-2002-speed-sakting,Winter Olympics 2002 - Speed Sakting,Winter Olympics 2002 - Speed Sakting,Winter Olympics 2002 - Speed Sakting #GoogleDoodle,//www.google.com/logos/2002/w_olympics_02-9.gif,,//www.google.com/logos/2002/w_olympics_02-9.gif,276.0,110.0
2002,2,22,winter-olympics-2002-curling,Winter Olympics 2002 - Curling,Winter Olympics 2002 - Curling,Winter Olympics 2002 - Curling #GoogleDoodle,//www.google.com/logos/2002/w_olympics_02-10_crp.gif,,//www.google.com/logos/2002/w_olympics_02-10_crp.gif,310.0,110.0
2002,2,23,winter-olympics-2002-skeleton,Winter Olympics 2002 - Skeleton,Winter Olympics 2002 - Skeleton,Winter Olympics 2002 - Skeleton #GoogleDoodle,//www.google.com/logos/2002/w_olympics_02-11.gif,,//www.google.com/logos/2002/w_olympics_02-11.gif,276.0,128.0
2002,2,24,winter-olympics-2002-closing-ceremony,Winter Olympics 2002 - Closing Ceremony,Winter Olympics 2002 - Closing Ceremony,Winter Olympics 2002 - Closing Ceremony #GoogleDoodle,//www.google.com/logos/2002/w_olympics_02-12.gif,,//www.google.com/logos/2002/w_olympics_02-12.gif,276.0,128.0
2002,3,6,piet-mondrians-130th-birthday,Piet Mondrian's 130th Birthday,piet mondria,Piet Mondrian's 130th Birthday #GoogleDoodle,//www.google.com/logos/2002/mondrian.gif,,https://lh3.googleusercontent.com/rYXhDBLObbbqJoNGRdXovmB42Lzg8fcWt0btN_lPx9pzKNKMOJjS004wFw55oy9esvzQeuhk4gSyLcEK26BF9C2bxRvBAe_AxWEUbp5r=s660,0.0,0.0
2002,3,17,st-patricks-day-2002,St. Patrick's Day 2002,St. Patrick's Day 2002,St. Patrick's Day 2002 #GoogleDoodle,//www.google.com/logos/2002/stpatricks_02.gif,,//www.google.com/logos/2002/stpatricks_02.gif,276.0,110.0
2002,4,22,earth-day-2002,Earth Day 2002,earth day,Earth Day 2002 #GoogleDoodle,//www.google.com/logos/2002/earthday02.gif,,https://lh3.googleusercontent.com/qhZtBXb5pAqr6Wovvl59Ps8K7MtTqMqmPNqACN0WXg-SDpGsnM9KPIgAJpFLbstGnXjS8bRYk-GV14wmVCcxpBV8XAbkt3uY408ThqQ=s660,0.0,0.0
2002,4,23,st-george-day-2002,St. George Day 2002,St. George's Day,St. George Day 2002 #GoogleDoodle,//www.google.com/logos/2002/stgeorge02.gif,,//www.google.com/logos/2002/stgeorge02.gif,330.0,110.0
2002,5,5,childrens-day-2002,Children's Day 2002,Children's Day 2002,Children's Day 2002 #GoogleDoodle,//www.google.com/logos/2002/childrens_day02.gif,,//www.google.com/logos/2002/childrens_day02.gif,310.0,110.0
2002,5,12,mothers-day-2002,Mother's Day 2002,mother,Mother's Day 2002 #GoogleDoodle,//www.google.com/logos/2002/mothers_day02.gif,,//www.google.com/logos/2002/mothers_day02.gif,276.0,110.0
2002,5,20,dilbert-google-doodle-2002-1,Dilbert Google Doodle 2002 - 1,Dilbert Google Doodle 2002 - 1,Dilbert Google Doodle 2002 - 1 #GoogleDoodle,//www.google.com/logos/2002/dilbert1.gif,,//www.google.com/logos/2002/dilbert1.gif,530.0,130.0
2002,5,21,dilbert-google-doodle-2002-2,Dilbert Google Doodle 2002 - 2,Dilbert Google Doodle 2002 - 2,Dilbert Google Doodle 2002 - 2 #GoogleDoodle,//www.google.com/logos/2002/dilberttwo.gif,,//www.google.com/logos/2002/dilberttwo.gif,550.0,130.0
2002,5,22,dilbert-google-doodle-2002-3,Dilbert Google Doodle 2002 - 3,Dilbert Google Doodle 2002 - 3,Dilbert Google Doodle 2002 - 3 #GoogleDoodle,//www.google.com/logos/2002/dilbertgoo.gif,,//www.google.com/logos/2002/dilbertgoo.gif,550.0,130.0
2002,5,23,dilbert-google-doodle-2002-4,Dilbert Google Doodle 2002 - 4,Dilbert Google Doodle 2002 - 4,Dilbert Google Doodle 2002 - 4 #GoogleDoodle,//www.google.com/logos/2002/dilbertiv.gif,,//www.google.com/logos/2002/dilbertiv.gif,550.0,130.0
2002,5,24,dilbert-google-doodle-2002-5,Dilbert Google Doodle 2002 - 5,Dilbert Google Doodle 2002 - 5,Dilbert Google Doodle 2002 - 5 #GoogleDoodle,//www.google.com/logos/2002/dilbert00.gif,,//www.google.com/logos/2002/dilbert00.gif,276.0,130.0
2002,5,30,world-cup-japan-2002,World Cup Japan 2002,World Cup Japan 2002,World Cup Japan 2002 #GoogleDoodle,//www.google.com/logos/2002/worldcup_ja.gif,,//www.google.com/logos/2002/worldcup_ja.gif,276.0,125.0
2002,5,30,world-cup-korea-2002,World Cup Korea 2002,World Cup Korea 2002,World Cup Korea 2002 #GoogleDoodle,//www.google.com/logos/2002/worldcup_kr.gif,,//www.google.com/logos/2002/worldcup_kr.gif,276.0,125.0
2002,5,31,2002-world-cup,2002 World Cup,world cup,2002 World Cup #GoogleDoodle,//www.google.com/logos/2002/worldcup.gif,,//www.google.com/logos/2002/worldcup.gif,276.0,125.0
2002,6,15,dragon-boat-festival-2002,Dragon Boat Festival 2002,Dragon Boat Festival 2002,Dragon Boat Festival 2002 #GoogleDoodle,//www.google.com/logos/2002/dragon.gif,,//www.google.com/logos/2002/dragon.gif,354.0,125.0
2002,6,16,fathers-day-2002,Father's Day 2002,fathers day,Father's Day 2002 #GoogleDoodle,//www.google.com/logos/2002/fathersday02.gif,,//www.google.com/logos/2002/fathersday02.gif,276.0,110.0
2002,6,21,la-fete-de-la-musique-2002,La Fête de la Musique 2002,La Fête de la Musique 2002,La Fête de la Musique 2002 #GoogleDoodle,//www.google.com/logos/2002/musique.gif,,https://lh3.googleusercontent.com/cDehSfyeuKSoexC9nQcfCUfU2_k4EDUZkFh7xW0HImJM2QfW3F7TmzvoMyRjTuJYFBKJgN0ZEi5_v5S1Dge4eBvePkHXREMIbDLz0H9E=s660,0.0,0.0
2002,6,28,world-cup-2002-brazil,World Cup 2002 - Brazil,World Cup 2002 - Brazil,World Cup 2002 - Brazil #GoogleDoodle,//www.google.com/logos/2002/worldcup_br.gif,,//www.google.com/logos/2002/worldcup_br.gif,276.0,125.0
2002,7,1,canada-day-2002,Canada Day 2002,canada day,Canada Day 2002 #GoogleDoodle,//www.google.com/logos/2002/canada_day02.gif,,//www.google.com/logos/2002/canada_day02.gif,276.0,120.0
2002,7,4,4th-of-july-2002,4th of July 2002,fourth of july,4th of July 2002 #GoogleDoodle,//www.google.com/logos/2002/july4th02.gif,,//www.google.com/logos/2002/july4th02.gif,276.0,110.0
2002,7,14,bastille-day-2002,Bastille Day 2002,Bastille Day 2002,Bastille Day 2002 #GoogleDoodle,//www.google.com/logos/2002/bastilleday02.gif,,//www.google.com/logos/2002/bastilleday02.gif,276.0,110.0
2002,8,6,andy-warhols-74th-birthday,Andy Warhol's 74th Birthday,andy warhol,Andy Warhol's 74th Birthday #GoogleDoodle,//www.google.com/logos/2002/warhol.gif,,https://lh3.googleusercontent.com/F9EaRaNWDvFN2KwR5y4SS4BVI8BbOOhbgcE9ddtCia9_Fie8PPpnFl4y-yWTyy9zl2ilLUbylaHBPlJRk7et88Bm5v3F8PEi1-Y9ozeB=s660,0.0,0.0
2002,8,15,national-liberation-day-of-korea-2002,National Liberation Day of Korea 2002,National Liberation Day of Korea 2002,National Liberation Day of Korea 2002 #GoogleDoodle,//www.google.com/logos/2002/korea02.gif,,//www.google.com/logos/2002/korea02.gif,276.0,110.0
2002,9,27,googles-4th-birthday,Google's 4th Birthday,Google's 4th Birthday,Google's 4th Birthday #GoogleDoodle,//www.google.com/logos/2002/4th_birthday.gif,,//www.google.com/logos/2002/4th_birthday.gif,276.0,110.0
2002,10,3,german-reunification-day-2002,German Reunification Day 2002,German Reunification Day 2002,German Reunification Day 2002 #GoogleDoodle,//www.google.com/logos/2002/de_reunification.gif,,//www.google.com/logos/2002/de_reunification.gif,276.0,135.0
2002,10,14,canadian-thanksgiving-2002,Canadian Thanksgiving 2002,Thanksgiving,Canadian Thanksgiving 2002 #GoogleDoodle,//www.google.com/logos/2002/thanksgiving_ca.gif,,//www.google.com/logos/2002/thanksgiving_ca.gif,276.0,120.0
2002,10,25,pablo-picassos-121st-birthday,Pablo Picasso's 121st Birthday,pablo picasso art,Pablo Picasso's 121st Birthday #GoogleDoodle,//www.google.com/logos/2002/picasso.gif,,https://lh3.googleusercontent.com/0oJZhrdS14Ha5tlJP6ZU78t0ZbE-B0-SNDSfI8ihnbLXKvtXuVFDjOtJOx20qhrcYdariRv3VxrUpP9NPE3621ipw8QGSu2f4ESp8DYd=s660,0.0,0.0
2002,10,31,halloween-2002,Halloween 2002,halloween tradition,Halloween 2002 #GoogleDoodle,//www.google.com/logos/2002/halloween02.gif,,https://lh3.googleusercontent.com/6HH3RaFs2qFlU3g7RjPdp_ftcDVEJIvuyLYJtBNwpLs3tdRVFoGADyJfaHXc8gruvvahmGCngZVz34l2OmO3Xel_7vTFUEmHddt65ujE=s660,0.0,0.0
2002,11,5,guy-fawkes-day-2002,Guy Fawkes Day 2002,guy fawke,Guy Fawkes Day 2002 #GoogleDoodle,//www.google.com/logos/2002/guy_fawkes.gif,,//www.google.com/logos/2002/guy_fawkes.gif,276.0,130.0
2002,11,11,remembrance-day-2002,Remembrance Day 2002,remembrance day,Remembrance Day 2002 #GoogleDoodle,//www.google.com/logos/2002/ukpoppy02.gif,,//www.google.com/logos/2002/ukpoppy02.gif,275.0,110.0
